Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,PPA,Succ,PrgC,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,PPA_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,PrgC_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90
Himad Abdelli,dz ALG,"MF,FW",WINGER,Angers,fr Ligue 1,24.0,32,32,2842,31.6,1,3.2,39,207,23,44,38,57,107,121,111,2.98,0.16,6,6.4,35,8,0.09,0.38,0.032,0.101,1.234,6.551,0.728,1.392,1.203,1.804,3.829,3.513,3.386,0.19,0.203,1.108,0.253
Matthis Abline,fr FRA,FW,STRIKER,Nantes,fr Ligue 1,21.0,34,33,2768,30.8,2,3.8,27,48,3,30,15,35,75,86,169,1.98,0.29,9,8.5,73,26,0.11,0.31,0.065,0.123,0.877,1.558,0.097,0.974,0.487,1.136,2.792,5.487,2.435,0.292,0.276,2.37,0.844
Zakaria Aboukhlal,ma MAR,"MF,FW",STRIKER,Toulouse,fr Ligue 1,24.0,26,22,1901,21.1,2,1.6,12,22,0,33,10,16,34,53,164,1.61,0.33,7,10.2,62,26,0.1,0.23,0.095,0.076,0.569,1.043,0.0,1.564,0.474,0.758,2.512,7.773,1.611,0.332,0.483,2.938,1.232
Tammy Abraham,eng ENG,FW,STRIKER,Milan,it Serie A,26.0,28,12,1183,13.1,4,2.2,14,26,5,3,10,4,8,14,69,2.51,0.68,3,7.1,26,11,0.08,0.18,0.305,0.168,1.069,1.985,0.382,0.229,0.763,0.305,1.069,5.267,0.611,0.229,0.542,1.985,0.84
Akor Adams,ng NGA,FW,STRIKER,Montpellier,fr Ligue 1,24.0,15,13,1075,11.9,1,1.0,12,6,1,5,0,7,11,14,45,2.09,0.42,3,4.3,26,12,0.12,0.25,0.084,0.084,1.008,0.504,0.084,0.42,0.0,0.588,1.176,3.782,0.924,0.252,0.361,2.185,1.008
Che Adams,sct SCO,FW,STRIKER,Torino,it Serie A,28.0,36,30,2652,29.5,3,2.0,26,40,4,10,7,11,23,37,153,2.14,0.17,9,9.0,63,25,0.14,0.36,0.102,0.068,0.881,1.356,0.136,0.339,0.237,0.373,1.254,5.186,0.78,0.305,0.305,2.136,0.847
Junior Adamu,at AUT,FW,WINGER/STRIKER,Freiburg,de Bundesliga,23.0,25,19,1545,17.2,2,2.4,17,14,2,5,8,10,8,29,84,1.69,0.17,2,5.5,36,11,0.06,0.18,0.116,0.14,0.988,0.814,0.116,0.291,0.465,0.581,1.686,4.884,0.465,0.116,0.32,2.093,0.64
Karim Adeyemi,de GER,"FW,MF",WINGER,Dortmund,de Bundesliga,22.0,25,17,1433,15.9,6,6.0,28,28,3,26,19,40,68,94,153,3.58,0.69,7,5.5,46,18,0.15,0.39,0.377,0.377,1.761,1.761,0.189,1.635,1.195,2.516,5.912,9.623,4.277,0.44,0.346,2.893,1.132
Simon Adingra,ci CIV,"FW,MF",WINGER,Brighton,eng Premier League,22.0,29,12,1097,12.2,2,2.5,16,18,2,41,17,21,50,50,136,3.86,0.57,2,2.5,33,8,0.06,0.25,0.164,0.205,1.311,1.475,0.164,3.361,1.393,1.721,4.098,11.148,4.098,0.164,0.205,2.705,0.656
Amine Adli,ma MAR,"MF,FW",WINGER,Leverkusen,de Bundesliga,24.0,20,6,766,8.5,0,0.7,11,24,0,33,15,15,37,32,100,3.41,0.0,2,2.7,20,7,0.1,0.29,0.0,0.082,1.294,2.824,0.0,3.882,1.765,1.765,3.765,11.765,4.353,0.235,0.318,2.353,0.824
Oladapo Afolayan,eng ENG,"FW,MF",WINGER,St. Pauli,de Bundesliga,26.0,32,17,1639,18.2,1,3.8,21,32,1,53,14,48,53,98,108,2.86,0.33,3,3.1,38,13,0.08,0.23,0.055,0.209,1.154,1.758,0.055,2.912,0.769,2.637,5.385,5.934,2.912,0.165,0.17,2.088,0.714
Ludovic Ajorque,fr FRA,FW,STRIKER,Brest,fr Ligue 1,30.0,31,29,2495,27.7,2,3.1,35,41,2,7,11,8,10,17,124,2.17,0.29,13,10.4,53,25,0.25,0.52,0.072,0.112,1.264,1.48,0.072,0.253,0.397,0.289,0.614,4.477,0.361,0.469,0.375,1.913,0.903
Ilias Akhomach,ma MAR,"MF,FW",WINGER,Villarreal,es La Liga,20.0,11,7,584,6.5,0,1.0,9,12,1,18,8,19,30,43,64,4.38,0.15,1,0.6,17,6,0.06,0.17,0.0,0.154,1.385,1.846,0.154,2.769,1.231,2.923,6.615,9.846,4.615,0.154,0.092,2.615,0.923
Maghnes Akliouche,fr FRA,"FW,MF",WINGER,Monaco,fr Ligue 1,22.0,32,27,2406,26.7,10,7.3,49,173,8,53,64,50,127,103,226,4.45,0.71,5,9.2,61,17,0.07,0.24,0.375,0.273,1.835,6.479,0.3,1.985,2.397,1.873,3.858,8.464,4.757,0.187,0.345,2.285,0.637
Chuba Akpom,eng ENG,FW,STRIKER,Lille,fr Ligue 1,28.0,14,6,639,7.1,1,0.5,5,7,1,1,4,4,6,9,38,2.39,0.42,3,5.0,18,9,0.11,0.22,0.141,0.07,0.704,0.986,0.141,0.141,0.563,0.563,1.268,5.352,0.845,0.423,0.704,2.535,1.268
Carlos Alcaraz,ar ARG,"FW,MF",STRIKER,Everton,eng Premier League,21.0,15,7,764,8.5,3,1.6,13,42,1,11,18,9,19,18,21,3.89,0.71,2,1.7,26,11,0.08,0.18,0.353,0.188,1.529,4.941,0.118,1.294,2.118,1.059,2.118,2.471,2.235,0.235,0.2,3.059,1.294
Carles Aleñá,es ESP,"MF,FW",WINGER/STRIKER,Getafe,es La Liga,26.0,10,5,452,5.0,0,0.1,3,12,0,6,3,3,3,4,10,1.6,0.0,0,0.9,5,1,0.0,0.0,0.0,0.02,0.6,2.4,0.0,1.2,0.6,0.6,0.8,2.0,0.6,0.0,0.18,1.0,0.2
Carles Aleñá,es ESP,"MF,FW",WINGER/STRIKER,Alavés,es La Liga,26.0,14,13,1090,12.1,2,1.3,19,58,6,31,14,12,18,24,43,3.64,0.33,0,0.7,15,4,0.0,0.0,0.165,0.107,1.57,4.793,0.496,2.562,1.157,0.992,1.983,3.554,1.488,0.0,0.058,1.24,0.331
Alfon,es ESP,"FW,MF",WINGER,Celta Vigo,es La Liga,25.0,26,14,1371,15.2,2,2.6,24,22,1,40,7,25,89,63,170,3.87,0.46,5,4.6,46,19,0.11,0.26,0.132,0.171,1.579,1.447,0.066,2.632,0.461,1.645,4.145,11.184,5.855,0.329,0.303,3.026,1.25
Mohamed Ali Cho,fr FRA,"FW,MF",WINGER,Nice,fr Ligue 1,20.0,27,21,1621,18.0,4,4.0,30,59,9,51,36,20,81,70,133,3.28,0.61,3,4.0,36,15,0.08,0.2,0.222,0.222,1.667,3.278,0.5,2.833,2.0,1.111,3.889,7.389,4.5,0.167,0.222,2.0,0.833
Jim Allevinah,ga GAB,FW,WINGER/STRIKER,Angers,fr Ligue 1,29.0,28,23,1750,19.4,3,2.5,15,48,2,34,13,15,57,48,99,2.0,0.36,1,4.2,35,10,0.03,0.1,0.155,0.129,0.773,2.474,0.103,1.753,0.67,0.773,2.474,5.103,2.938,0.052,0.216,1.804,0.515
Thiago Almada,ar ARG,"MF,FW",WINGER,Lyon,fr Ligue 1,23.0,16,9,951,10.6,4,2.6,22,97,5,47,20,8,38,14,50,4.92,1.04,1,2.0,23,5,0.04,0.2,0.377,0.245,2.075,9.151,0.472,4.434,1.887,0.755,1.321,4.717,3.585,0.094,0.189,2.17,0.472
Domingos André Ribeiro Almeida,pt POR,"MF,FW",WINGER/STRIKER,Valencia,es La Liga,24.0,34,24,1977,22.0,4,3.2,43,142,7,67,24,22,45,54,77,3.92,0.27,0,1.2,18,5,0.0,0.0,0.182,0.145,1.955,6.455,0.318,3.045,1.091,1.0,2.455,3.5,2.045,0.0,0.055,0.818,0.227
Pontus Almqvist,se SWE,"FW,MF",WINGER/STRIKER,Parma,it Serie A,25.0,29,10,1112,12.4,1,1.3,10,12,0,11,4,20,42,50,85,2.1,0.16,1,2.1,26,9,0.04,0.11,0.081,0.105,0.806,0.968,0.0,0.887,0.323,1.613,4.032,6.855,3.387,0.081,0.169,2.097,0.726
Adrià Altimira,es ESP,"DF,FW",WINGER/STRIKER,Leganés,es La Liga,23.0,22,19,1630,18.1,0,0.5,11,42,2,28,10,10,23,31,69,1.16,0.06,0,0.3,7,2,0.0,0.0,0.0,0.028,0.608,2.32,0.11,1.547,0.552,0.552,1.713,3.812,1.271,0.0,0.017,0.387,0.11
Julián Álvarez,ar ARG,FW,STRIKER,Atlético Madrid,es La Liga,24.0,37,30,2509,27.9,4,5.3,41,92,14,69,38,34,79,65,162,3.87,0.54,17,14.1,70,36,0.19,0.36,0.143,0.19,1.47,3.297,0.502,2.473,1.362,1.219,2.33,5.806,2.832,0.609,0.505,2.509,1.29
Mohamed Amoura,dz ALG,FW,STRIKER,Wolfsburg,de Bundesliga,24.0,31,29,2467,27.4,9,4.0,35,61,9,35,26,37,81,91,244,2.92,0.47,10,8.7,73,25,0.11,0.32,0.328,0.146,1.277,2.226,0.328,1.277,0.949,1.35,3.321,8.905,2.956,0.365,0.318,2.664,0.912
Marcos André,br BRA,FW,WINGER/STRIKER,Valladolid,es La Liga,27.0,22,14,1188,13.2,2,0.8,9,16,3,1,3,17,11,41,39,1.44,0.08,1,2.7,22,2,0.05,0.5,0.152,0.061,0.682,1.212,0.227,0.076,0.227,1.288,3.106,2.955,0.833,0.076,0.205,1.667,0.152
Michail Antonio,jm JAM,FW,WINGER/STRIKER,West Ham,eng Premier League,34.0,14,11,836,9.3,1,1.6,9,18,3,25,6,9,29,27,59,2.37,0.43,1,2.2,19,4,0.05,0.25,0.108,0.172,0.968,1.935,0.323,2.688,0.645,0.968,2.903,6.344,3.118,0.108,0.237,2.043,0.43
Antoniu,es ESP,"FW,MF",WINGER,Espanyol,es La Liga,21.0,26,13,1022,11.4,1,1.1,7,28,4,20,7,29,35,54,63,2.11,0.09,0,0.9,10,4,0.0,0.0,0.088,0.096,0.614,2.456,0.351,1.754,0.614,2.544,4.737,5.526,3.07,0.0,0.079,0.877,0.351
Antony,br BRA,FW,WINGER,Betis,es La Liga,24.0,17,15,1362,15.1,2,3.5,36,67,7,40,43,24,94,63,157,5.09,0.6,5,2.9,43,17,0.12,0.29,0.132,0.232,2.384,4.437,0.464,2.649,2.848,1.589,4.172,10.397,6.225,0.331,0.192,2.848,1.126
Anuar,ma MAR,"MF,FW",WINGER/STRIKER,Valladolid,es La Liga,29.0,26,21,1720,19.1,0,1.2,7,30,1,22,3,7,24,24,68,1.31,0.21,2,1.7,11,5,0.18,0.4,0.0,0.063,0.366,1.571,0.052,1.152,0.157,0.366,1.257,3.56,1.257,0.105,0.089,0.576,0.262
Cameron Archer,eng ENG,FW,WINGER/STRIKER,Southampton,eng Premier League,23.0,35,13,1441,16.0,0,0.5,5,14,2,3,7,15,22,37,66,1.25,0.0,2,5.7,28,10,0.07,0.2,0.0,0.031,0.312,0.875,0.125,0.188,0.438,0.938,2.312,4.125,1.375,0.125,0.356,1.75,0.625
Adam Armstrong,eng ENG,"FW,MF",WINGER/STRIKER,Southampton,eng Premier League,27.0,20,15,1248,13.9,2,1.2,9,21,0,14,8,6,25,14,79,1.37,0.29,2,3.3,25,7,0.08,0.29,0.144,0.086,0.647,1.511,0.0,1.007,0.576,0.432,1.007,5.683,1.799,0.144,0.237,1.799,0.504
Hákon Arnar Haraldsson,is ISL,"MF,FW",WINGER,Lille,fr Ligue 1,21.0,25,21,1755,19.5,3,2.8,35,102,5,59,42,27,52,49,143,3.59,0.36,5,3.8,35,13,0.14,0.38,0.154,0.144,1.795,5.231,0.256,3.026,2.154,1.385,2.513,7.333,2.667,0.256,0.195,1.795,0.667
Marko Arnautović,at AUT,FW,STRIKER,Inter,it Serie A,35.0,17,5,527,5.9,2,1.2,7,16,2,5,8,2,4,3,61,2.46,0.33,4,3.3,13,6,0.31,0.67,0.339,0.203,1.186,2.712,0.339,0.847,1.356,0.339,0.508,10.339,0.678,0.678,0.559,2.203,1.017
Jann-Fiete Arp,de GER,"FW,MF",WINGER,Holstein Kiel,de Bundesliga,24.0,23,3,713,7.9,0,1.0,11,21,1,24,12,14,14,32,66,4.17,0.38,2,3.8,20,9,0.05,0.11,0.0,0.127,1.392,2.658,0.127,3.038,1.519,1.772,4.051,8.354,1.772,0.253,0.481,2.532,1.139
Takuma Asano,jp JPN,"FW,MF",WINGER/STRIKER,Mallorca,es La Liga,29.0,21,13,1054,11.7,1,0.7,6,20,0,20,3,6,28,25,76,1.88,0.17,2,2.7,28,8,0.07,0.25,0.085,0.06,0.513,1.709,0.0,1.709,0.256,0.513,2.137,6.496,2.393,0.171,0.231,2.393,0.684
Marco Asensio,es ESP,"FW,MF",STRIKER,Paris S-G,fr Ligue 1,28.0,12,8,618,6.9,4,2.7,16,36,4,13,4,4,19,8,49,5.39,1.02,2,5.6,26,14,0.08,0.14,0.58,0.391,2.319,5.217,0.58,1.884,0.58,0.58,1.159,7.101,2.754,0.29,0.812,3.768,2.029
Iago Aspas,es ESP,"FW,MF",STRIKER,Celta Vigo,es La Liga,36.0,30,19,1745,19.4,5,4.6,38,132,20,15,35,15,50,27,143,3.82,0.67,10,8.7,46,18,0.11,0.28,0.258,0.237,1.959,6.804,1.031,0.773,1.804,0.773,1.392,7.371,2.577,0.515,0.448,2.371,0.928
Yaser Asprilla,co COL,"FW,MF",WINGER,Girona,es La Liga,20.0,27,15,1405,15.6,1,2.8,24,77,6,93,38,29,72,64,140,3.91,0.45,3,2.1,38,11,0.08,0.27,0.064,0.179,1.538,4.936,0.385,5.962,2.436,1.859,4.103,8.974,4.615,0.192,0.135,2.436,0.705
Arthur Atta,fr FRA,"MF,FW",WINGER,Udinese,it Serie A,21.0,27,12,1251,13.9,1,1.4,18,57,1,24,8,27,31,61,77,3.31,0.14,0,1.3,26,7,0.0,0.0,0.072,0.101,1.295,4.101,0.072,1.727,0.576,1.942,4.388,5.54,2.23,0.0,0.094,1.871,0.504
Ezequiel Ávila,ar ARG,FW,STRIKER,Betis,es La Liga,30.0,19,6,677,7.5,0,1.0,15,18,0,29,11,5,12,11,48,4.12,0.4,2,1.5,20,10,0.1,0.2,0.0,0.133,2.0,2.4,0.0,3.867,1.467,0.667,1.467,6.4,1.6,0.267,0.2,2.667,1.333
Florian Ayé,fr FRA,FW,STRIKER,Auxerre,fr Ligue 1,27.0,26,4,575,6.4,0,0.1,3,7,0,2,2,2,5,2,30,0.78,0.31,2,1.9,12,3,0.17,0.67,0.0,0.016,0.469,1.094,0.0,0.312,0.312,0.312,0.312,4.688,0.781,0.312,0.297,1.875,0.469
André Ayew,gh GHA,FW,WINGER/STRIKER,Le Havre,fr Ligue 1,34.0,27,15,1453,16.1,1,0.2,8,18,0,7,3,5,5,13,43,1.24,0.06,4,4.3,22,9,0.18,0.44,0.062,0.012,0.497,1.118,0.0,0.435,0.186,0.311,0.807,2.671,0.311,0.248,0.267,1.366,0.559
Jordan Ayew,gh GHA,"FW,MF",WINGER/STRIKER,Leicester City,eng Premier League,32.0,30,19,1638,18.2,0,1.1,16,46,3,60,14,26,49,64,86,2.25,0.11,5,3.2,31,8,0.13,0.5,0.0,0.06,0.879,2.527,0.165,3.297,0.769,1.429,3.516,4.725,2.692,0.275,0.176,1.703,0.44
Shavy Babicka,ga GAB,"MF,FW",STRIKER,Toulouse,fr Ligue 1,24.0,30,11,1186,13.2,2,1.6,13,21,1,39,13,11,36,37,122,2.2,0.38,4,3.9,20,9,0.2,0.44,0.152,0.121,0.985,1.591,0.076,2.955,0.985,0.833,2.803,9.242,2.727,0.303,0.295,1.515,0.682
Alex Baena,es ESP,"MF,FW",WINGER,Villarreal,es La Liga,23.0,32,30,2595,28.8,9,11.7,95,189,22,207,72,21,91,56,154,5.86,0.73,7,7.1,69,17,0.1,0.41,0.312,0.406,3.299,6.562,0.764,7.188,2.5,0.729,1.944,5.347,3.16,0.243,0.247,2.396,0.59
Leon Bailey,jm JAM,"FW,MF",WINGER,Aston Villa,eng Premier League,26.0,24,14,1139,12.7,2,1.5,16,35,5,34,20,22,58,57,121,3.01,0.32,1,1.7,28,6,0.04,0.17,0.157,0.118,1.26,2.756,0.394,2.677,1.575,1.732,4.488,9.528,4.567,0.079,0.134,2.205,0.472
Theo Bair,ca CAN,FW,STRIKER,Auxerre,fr Ligue 1,24.0,29,11,939,10.4,1,1.2,10,16,0,7,0,2,15,8,42,1.63,0.19,2,3.0,26,13,0.08,0.15,0.096,0.115,0.962,1.538,0.0,0.673,0.0,0.192,0.769,4.038,1.442,0.192,0.288,2.5,1.25
Cédric Bakambu,cd COD,FW,STRIKER,Betis,es La Liga,33.0,25,6,710,7.9,2,0.6,8,14,1,2,5,1,9,7,43,1.39,0.38,2,3.2,24,11,0.08,0.18,0.253,0.076,1.013,1.772,0.127,0.253,0.633,0.127,0.886,5.443,1.139,0.253,0.405,3.038,1.392
Mitchel Bakker,nl NED,"FW,DF",WINGER,Lille,fr Ligue 1,24.0,24,14,1139,12.7,2,2.7,23,57,2,68,27,11,43,21,120,3.13,0.31,3,3.0,23,10,0.13,0.3,0.157,0.213,1.811,4.488,0.157,5.354,2.126,0.866,1.654,9.449,3.386,0.236,0.236,1.811,0.787
Ridle Baku,de GER,"FW,MF",WINGER/STRIKER,Wolfsburg,de Bundesliga,26.0,15,14,1170,13.0,1,1.3,13,44,3,37,14,9,16,20,78,2.38,0.31,2,1.5,18,6,0.11,0.33,0.077,0.1,1.0,3.385,0.231,2.846,1.077,0.692,1.538,6.0,1.231,0.154,0.115,1.385,0.462
Tommaso Baldanzi,it ITA,"MF,FW",WINGER,Roma,it Serie A,21.0,31,5,832,9.2,1,1.0,10,23,4,7,6,17,39,39,57,3.89,0.43,1,1.4,20,4,0.05,0.25,0.109,0.109,1.087,2.5,0.435,0.761,0.652,1.848,4.239,6.196,4.239,0.109,0.152,2.174,0.435
Keita Baldé,sn SEN,FW,WINGER/STRIKER,Monza,it Serie A,29.0,11,8,638,7.1,0,0.2,4,35,0,6,8,5,19,16,29,2.97,0.0,2,1.1,14,5,0.14,0.4,0.0,0.028,0.563,4.93,0.0,0.845,1.127,0.704,2.254,4.085,2.676,0.282,0.155,1.972,0.704
Folarin Balogun,us USA,FW,STRIKER,Monaco,fr Ligue 1,23.0,13,7,615,6.8,0,0.9,6,9,0,5,1,4,21,18,73,2.78,0.29,4,4.8,31,10,0.13,0.4,0.0,0.132,0.882,1.324,0.0,0.735,0.147,0.588,2.647,10.735,3.088,0.588,0.706,4.559,1.471
Jonathan Bamba,ci CIV,"FW,MF",WINGER,Celta Vigo,es La Liga,28.0,12,10,811,9.0,1,1.8,12,30,3,25,13,15,31,38,71,3.11,0.44,0,0.8,13,6,0.0,0.0,0.111,0.2,1.333,3.333,0.333,2.778,1.444,1.667,4.222,7.889,3.444,0.0,0.089,1.444,0.667
Lameck Banda,zm ZAM,"FW,MF",WINGER,Lecce,it Serie A,23.0,15,6,610,6.8,1,1.1,11,7,2,26,8,10,27,28,46,3.39,0.15,0,1.2,17,4,0.0,0.0,0.147,0.162,1.618,1.029,0.294,3.824,1.176,1.471,4.118,6.765,3.971,0.0,0.176,2.5,0.588
Bradley Barcola,fr FRA,FW,WINGER,Paris S-G,fr Ligue 1,21.0,34,27,2181,24.2,10,10.1,50,96,6,25,51,34,137,137,374,4.17,0.83,14,13.4,74,38,0.19,0.37,0.413,0.417,2.066,3.967,0.248,1.033,2.107,1.405,5.661,15.455,5.661,0.579,0.554,3.058,1.57
Harvey Barnes,eng ENG,FW,WINGER,Newcastle Utd,eng Premier League,26.0,33,17,1755,19.5,4,4.0,26,83,5,47,41,24,93,64,192,3.27,0.46,9,7.2,63,20,0.14,0.45,0.205,0.205,1.333,4.256,0.256,2.41,2.103,1.231,3.282,9.846,4.769,0.462,0.369,3.231,1.026
Ander Barrenetxea,es ESP,"MF,FW",WINGER,Real Sociedad,es La Liga,22.0,30,14,1263,14.0,3,1.9,16,48,1,54,22,26,43,69,152,2.99,0.43,1,1.6,25,8,0.04,0.13,0.214,0.136,1.143,3.429,0.071,3.857,1.571,1.857,4.929,10.857,3.071,0.071,0.114,1.786,0.571
Thierno Barry,fr FRA,FW,STRIKER,Villarreal,es La Liga,21.0,35,25,2323,25.8,4,2.9,23,27,4,5,12,18,44,50,124,1.78,0.23,11,12.5,71,24,0.14,0.42,0.155,0.112,0.891,1.047,0.155,0.194,0.465,0.698,1.938,4.806,1.705,0.426,0.484,2.752,0.93
Adrian Beck,de GER,"MF,FW",WINGER,Heidenheim,de Bundesliga,27.0,32,18,1598,17.8,1,1.2,21,69,0,32,18,40,37,75,83,3.16,0.23,4,3.3,39,13,0.1,0.31,0.056,0.067,1.18,3.876,0.0,1.798,1.011,2.247,4.213,4.663,2.079,0.225,0.185,2.191,0.73
Sheraldo Becker,sr SUR,"FW,MF",WINGER/STRIKER,Real Sociedad,es La Liga,29.0,22,11,995,11.1,1,2.0,8,23,0,64,17,4,51,11,110,1.9,0.09,2,2.0,22,13,0.09,0.15,0.09,0.18,0.721,2.072,0.0,5.766,1.532,0.36,0.991,9.91,4.595,0.18,0.18,1.982,1.171
Maximilian Beier,de GER,"FW,MF",STRIKER,Dortmund,de Bundesliga,21.0,29,17,1591,17.7,5,3.3,24,33,1,16,14,22,24,51,124,3.11,0.4,8,7.7,42,13,0.19,0.62,0.282,0.186,1.356,1.864,0.056,0.904,0.791,1.243,2.881,7.006,1.356,0.452,0.435,2.373,0.734
Jean-Ricner Bellegarde,fr FRA,"MF,FW",WINGER,Wolves,eng Premier League,26.0,35,20,1677,18.6,7,3.8,27,43,5,44,18,14,52,61,89,3.06,0.59,2,1.5,22,5,0.09,0.4,0.376,0.204,1.452,2.312,0.269,2.366,0.968,0.753,3.28,4.785,2.796,0.108,0.081,1.183,0.269
Andrea Belotti,it ITA,FW,STRIKER,Como,it Serie A,30.0,18,7,593,6.6,0,0.4,7,9,1,5,1,2,9,6,33,2.13,0.0,2,2.5,19,3,0.11,0.67,0.0,0.061,1.061,1.364,0.152,0.758,0.152,0.303,0.909,5.0,1.364,0.303,0.379,2.879,0.455
Lucas Beltrán,ar ARG,"FW,MF",STRIKER,Fiorentina,it Serie A,23.0,32,20,1864,20.7,4,3.0,29,64,4,7,17,15,23,30,94,2.9,0.41,5,5.4,26,6,0.12,0.5,0.193,0.145,1.401,3.092,0.193,0.338,0.821,0.725,1.449,4.541,1.111,0.242,0.261,1.256,0.29
Eliesse Ben Seghir,ma MAR,"MF,FW",WINGER,Monaco,fr Ligue 1,19.0,33,19,1750,19.4,3,5.2,33,122,14,52,45,35,85,96,170,3.96,0.36,6,5.5,58,19,0.07,0.21,0.155,0.268,1.701,6.289,0.722,2.68,2.32,1.804,4.948,8.763,4.381,0.309,0.284,2.99,0.979
László Bénes,sk SVK,"MF,FW",STRIKER,Union Berlin,de Bundesliga,26.0,23,3,589,6.5,1,1.0,19,28,1,48,11,1,6,5,34,4.58,0.15,2,0.9,19,7,0.11,0.29,0.154,0.154,2.923,4.308,0.154,7.385,1.692,0.154,0.769,5.231,0.923,0.308,0.138,2.923,1.077
Saïd Benrahma,dz ALG,"FW,MF",WINGER,Lyon,fr Ligue 1,28.0,13,9,735,8.2,3,2.1,14,32,1,43,19,8,41,29,109,3.31,0.74,1,2.0,17,4,0.06,0.25,0.366,0.256,1.707,3.902,0.122,5.244,2.317,0.976,3.537,13.293,5.0,0.122,0.244,2.073,0.488
Álex Berenguer,es ESP,"FW,MF",WINGER,Athletic Club,es La Liga,29.0,36,28,2339,26.0,7,5.0,46,78,7,178,28,33,65,82,216,3.77,0.54,6,6.8,51,18,0.12,0.33,0.269,0.192,1.769,3.0,0.269,6.846,1.077,1.269,3.154,8.308,2.5,0.231,0.262,1.962,0.692
Alexander Bernhardsson,se SWE,"FW,MF",STRIKER,Holstein Kiel,de Bundesliga,25.0,19,15,1263,14.0,2,1.3,17,33,2,34,10,22,25,53,72,2.57,0.5,7,4.1,27,14,0.26,0.5,0.143,0.093,1.214,2.357,0.143,2.429,0.714,1.571,3.786,5.143,1.786,0.5,0.293,1.929,1.0
Beto,gw GNB,FW,STRIKER,Everton,eng Premier League,26.0,30,15,1534,17.0,0,1.2,12,16,1,4,8,19,15,38,77,1.52,0.06,8,8.2,49,23,0.16,0.35,0.0,0.071,0.706,0.941,0.059,0.235,0.471,1.118,2.235,4.529,0.882,0.471,0.482,2.882,1.353
Mika Biereth,dk DEN,FW,STRIKER,Monaco,fr Ligue 1,21.0,16,16,1228,13.6,2,4.5,22,24,2,8,16,1,14,11,110,2.78,0.29,13,11.3,40,22,0.3,0.55,0.147,0.331,1.618,1.765,0.147,0.588,1.176,0.074,0.809,8.088,1.029,0.956,0.831,2.941,1.618
Tom Bischof,de GER,"MF,FW",WINGER,Hoffenheim,de Bundesliga,19.0,31,30,2559,28.4,2,3.6,50,138,3,145,39,29,47,64,102,4.12,0.25,5,2.2,51,18,0.1,0.28,0.07,0.127,1.761,4.859,0.106,5.106,1.373,1.021,2.254,3.592,1.655,0.176,0.077,1.796,0.634
Ludovic Blas,fr FRA,"MF,FW",WINGER,Rennes,fr Ligue 1,26.0,29,26,2293,25.5,8,4.6,47,116,8,124,33,44,83,116,184,4.2,0.63,6,5.0,57,26,0.11,0.23,0.314,0.18,1.843,4.549,0.314,4.863,1.294,1.725,4.549,7.216,3.255,0.235,0.196,2.235,1.02
Myron Boadu,nl NED,FW,STRIKER,Bochum,de Bundesliga,23.0,19,11,1042,11.6,1,1.1,11,18,0,3,5,11,12,23,70,2.59,0.26,9,7.7,27,13,0.3,0.62,0.086,0.095,0.948,1.552,0.0,0.259,0.431,0.948,1.983,6.034,1.034,0.776,0.664,2.328,1.121
Augustine Boakye,gh GHA,"FW,MF",STRIKER,Saint-Étienne,fr Ligue 1,23.0,17,8,733,8.1,0,0.9,13,35,2,5,11,13,25,24,60,4.3,0.12,3,1.8,24,9,0.13,0.33,0.0,0.111,1.605,4.321,0.247,0.617,1.358,1.605,2.963,7.407,3.086,0.37,0.222,2.963,1.111
Jeremie Boga,ci CIV,"MF,FW",WINGER,Nice,fr Ligue 1,27.0,21,12,1054,11.7,2,2.8,24,39,0,21,18,25,64,64,75,4.36,0.26,1,2.3,30,16,0.03,0.06,0.171,0.239,2.051,3.333,0.0,1.795,1.538,2.137,5.47,6.41,5.47,0.085,0.197,2.564,1.368
Adama Boiro,es ESP,"DF,FW",WINGER/STRIKER,Athletic Club,es La Liga,22.0,18,13,1101,12.2,0,0.5,5,46,0,31,8,8,25,26,36,1.31,0.0,0,0.3,5,0,0.0,0.0,0.0,0.041,0.41,3.77,0.0,2.541,0.656,0.656,2.131,2.951,2.049,0.0,0.025,0.41,0.0
Victor Boniface,ng NGA,FW,STRIKER,Leverkusen,de Bundesliga,23.0,19,12,1008,11.2,1,1.1,10,23,1,6,8,15,26,35,61,2.86,0.27,8,7.8,50,17,0.16,0.47,0.089,0.098,0.893,2.054,0.089,0.536,0.714,1.339,3.125,5.446,2.321,0.714,0.696,4.464,1.518
Ange-Yoan Bonny,fr FRA,FW,WINGER/STRIKER,Parma,it Serie A,20.0,37,30,2529,28.1,4,2.9,30,53,3,14,15,33,41,67,163,2.39,0.28,6,9.4,61,19,0.07,0.21,0.142,0.103,1.068,1.886,0.107,0.498,0.534,1.174,2.384,5.801,1.459,0.214,0.335,2.171,0.676
