Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,Cmp,Att,Cmp%,TB,Crs,CK,1/3,PPA,Touches,PrgC,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,Cmp_p90,Att_p90,TB_p90,Crs_p90,CK_p90,1/3_p90,PPA_p90,Touches_p90,PrgC_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90,Cluster
Ryan Manning,ie IRL,"DF,MF",CDM,Southampton,eng Premier League,28.0,24,18,1462,16.2,1,3.2,34,35,619,803,77.1,1,84,32,33,12,968,14,11,36,74,3.08,0.18,0,0.3,8,1,0.0,0.0,28,17,17,20,47,0,0.062,0.198,2.099,2.16,38.21,49.568,0.062,5.185,1.975,2.037,0.741,59.753,0.864,0.679,2.222,4.568,0.0,0.019,0.494,0.062,1.728,1.049,1.049,1.235,2.901,0.0,0
Sekou Mara,fr FRA,"FW,MF",CM,Strasbourg,fr Ligue 1,22.0,25,7,768,8.5,1,1.0,5,11,128,185,69.2,2,3,0,9,2,303,9,11,27,47,1.17,0.23,1,2.0,19,5,0.05,0.2,9,6,3,11,3,0,0.118,0.118,0.588,1.294,15.059,21.765,0.235,0.353,0.0,1.059,0.235,35.647,1.059,1.294,3.176,5.529,0.118,0.235,2.235,0.588,1.059,0.706,0.353,1.294,0.353,0.0,1
Pablo Marín,es ESP,MF,CM,Real Sociedad,es La Liga,21.0,23,14,1239,13.8,2,1.0,14,45,374,467,80.1,2,12,0,38,9,641,20,20,35,47,1.89,0.15,1,1.4,21,7,0.05,0.14,25,17,5,12,14,0,0.145,0.072,1.014,3.261,27.101,33.841,0.145,0.87,0.0,2.754,0.652,46.449,1.449,1.449,2.536,3.406,0.072,0.101,1.522,0.507,1.812,1.232,0.362,0.87,1.014,0.0,1
Răzvan Marin,ro ROU,MF,CAM,Cagliari,it Serie A,28.0,33,13,1406,15.6,2,3.6,34,84,564,741,76.1,5,77,44,56,20,860,22,13,24,29,3.97,0.13,3,2.4,21,8,0.05,0.13,22,13,2,7,20,2,0.128,0.231,2.179,5.385,36.154,47.5,0.321,4.936,2.821,3.59,1.282,55.128,1.41,0.833,1.538,1.859,0.192,0.154,1.346,0.513,1.41,0.833,0.128,0.449,1.282,0.128,2
Omar Marmoush,eg EGY,"FW,MF",CM,Manchester City,eng Premier League,25.0,16,14,1175,13.1,0,2.8,15,37,252,318,79.2,2,28,14,10,29,504,29,20,46,78,2.99,0.15,7,5.5,49,17,0.14,0.41,13,8,6,15,3,0,0.0,0.214,1.145,2.824,19.237,24.275,0.153,2.137,1.069,0.763,2.214,38.473,2.214,1.527,3.511,5.954,0.534,0.42,3.74,1.298,0.992,0.611,0.458,1.145,0.229,0.0,1
Carlos Martín,es ESP,"FW,MF",CM,Alavés,es La Liga,22.0,26,16,1333,14.8,2,2.7,13,21,261,400,65.3,4,24,0,15,7,612,13,9,36,67,1.96,0.2,2,2.3,26,12,0.08,0.17,43,21,5,30,20,0,0.135,0.182,0.878,1.419,17.635,27.027,0.27,1.622,0.0,1.014,0.473,41.351,0.878,0.608,2.432,4.527,0.135,0.155,1.757,0.811,2.905,1.419,0.338,2.027,1.351,0.0,1
Iván Martín,es ESP,MF,CDM,Girona,es La Liga,25.0,32,24,2039,22.7,1,1.9,22,131,1251,1387,90.2,1,21,0,101,15,1577,57,25,47,76,2.47,0.18,1,1.8,11,3,0.09,0.33,32,19,11,20,15,1,0.044,0.084,0.969,5.771,55.11,61.101,0.044,0.925,0.0,4.449,0.661,69.471,2.511,1.101,2.07,3.348,0.044,0.079,0.485,0.132,1.41,0.837,0.485,0.881,0.661,0.044,0
Jonas Martin,fr FRA,MF,CDM,Brest,fr Ligue 1,34.0,17,5,496,5.5,0,0.3,3,21,277,312,88.8,0,3,0,21,3,369,8,2,4,9,1.45,0.36,1,0.4,3,1,0.33,1.0,13,7,8,4,12,1,0.0,0.055,0.545,3.818,50.364,56.727,0.0,0.545,0.0,3.818,0.545,67.091,1.455,0.364,0.727,1.636,0.182,0.073,0.545,0.182,2.364,1.273,1.455,0.727,2.182,0.182,0
Mario Martín,es ESP,MF,CDM,Valladolid,es La Liga,20.0,30,20,1748,19.4,1,1.4,12,66,677,801,84.5,2,11,1,52,3,1083,18,19,38,22,1.7,0.05,0,1.8,28,13,0.0,0.0,62,32,21,32,46,7,0.052,0.072,0.619,3.402,34.897,41.289,0.103,0.567,0.052,2.68,0.155,55.825,0.928,0.979,1.959,1.134,0.0,0.093,1.443,0.67,3.196,1.649,1.082,1.649,2.371,0.361,0
Gabriel Martinelli,br BRA,"FW,MF",CM,Arsenal,eng Premier League,23.0,33,25,2290,25.4,4,5.0,40,52,499,699,71.4,5,92,3,11,37,994,124,33,109,289,2.91,0.27,8,7.4,55,24,0.15,0.33,23,15,5,15,19,0,0.157,0.197,1.575,2.047,19.646,27.52,0.197,3.622,0.118,0.433,1.457,39.134,4.882,1.299,4.291,11.378,0.315,0.291,2.165,0.945,0.906,0.591,0.197,0.591,0.748,0.0,1
Arnau Martinez,es ESP,"DF,MF",CDM,Girona,es La Liga,21.0,32,30,2624,29.2,2,2.2,18,162,1603,1855,86.4,6,58,1,155,14,2108,41,20,37,102,1.92,0.21,2,1.2,19,6,0.11,0.33,51,28,31,18,76,2,0.068,0.075,0.616,5.548,54.897,63.527,0.205,1.986,0.034,5.308,0.479,72.192,1.404,0.685,1.267,3.493,0.068,0.041,0.651,0.205,1.747,0.959,1.062,0.616,2.603,0.068,0
Omar Mascarell,gq EQG,MF,CDM,Mallorca,es La Liga,31.0,32,21,1992,22.1,0,0.2,3,75,809,963,84.0,1,5,0,72,3,1189,10,10,15,12,0.68,0.0,1,0.5,9,2,0.11,0.5,27,13,49,33,59,3,0.0,0.009,0.136,3.394,36.606,43.575,0.045,0.226,0.0,3.258,0.136,53.801,0.452,0.452,0.679,0.543,0.045,0.023,0.407,0.09,1.222,0.588,2.217,1.493,2.67,0.136,0
Patrizio Masini,it ITA,MF,CDM,Genoa,it Serie A,23.0,26,16,1538,17.1,0,0.2,6,44,499,649,76.9,2,26,0,29,4,878,16,10,25,27,1.4,0.18,1,0.4,8,1,0.13,1.0,54,29,15,26,37,0,0.0,0.012,0.351,2.573,29.181,37.953,0.117,1.52,0.0,1.696,0.234,51.345,0.936,0.585,1.462,1.579,0.058,0.023,0.468,0.058,3.158,1.696,0.877,1.52,2.164,0.0,0
Giorgos Masouras,gr GRE,"FW,MF",CM,Bochum,de Bundesliga,30.0,14,12,1055,11.7,1,1.1,10,19,200,284,70.4,0,26,0,11,7,403,26,5,14,82,2.47,0.43,2,3.9,30,15,0.07,0.13,18,10,4,9,3,1,0.085,0.094,0.855,1.624,17.094,24.274,0.0,2.222,0.0,0.94,0.598,34.444,2.222,0.427,1.197,7.009,0.171,0.333,2.564,1.282,1.538,0.855,0.342,0.769,0.256,0.085,1
Han-Noah Massengo,fr FRA,MF,CDM,Auxerre,fr Ligue 1,23.0,17,11,1046,11.6,0,0.4,3,28,375,443,84.7,0,9,0,23,3,548,13,10,29,13,1.03,0.09,0,0.4,6,3,0.0,0.0,17,11,17,12,10,2,0.0,0.034,0.259,2.414,32.328,38.19,0.0,0.776,0.0,1.983,0.259,47.241,1.121,0.862,2.5,1.121,0.0,0.034,0.517,0.259,1.466,0.948,1.466,1.034,0.862,0.172,0
Jaime Mata,es ESP,"FW,MF",CM,Las Palmas,es La Liga,35.0,30,4,656,7.3,0,0.1,3,10,127,187,67.9,0,9,0,8,3,270,6,5,9,48,2.19,0.14,0,2.6,17,6,0.0,0.0,8,2,3,5,11,0,0.0,0.014,0.411,1.37,17.397,25.616,0.0,1.233,0.0,1.096,0.411,36.986,0.822,0.685,1.233,6.575,0.0,0.356,2.329,0.822,1.096,0.274,0.411,0.685,1.507,0.0,1
Pape Matar Sarr,sn SEN,MF,CDM,Tottenham,eng Premier League,21.0,36,22,1913,21.3,2,1.6,15,88,889,1029,86.4,1,14,0,85,12,1253,33,11,30,53,2.12,0.33,3,3.7,34,13,0.09,0.23,49,36,30,26,25,1,0.094,0.075,0.704,4.131,41.737,48.31,0.047,0.657,0.0,3.991,0.563,58.826,1.549,0.516,1.408,2.488,0.141,0.174,1.596,0.61,2.3,1.69,1.408,1.221,1.174,0.047,0
Nemanja Matić,rs SRB,MF,CDM,Lyon,fr Ligue 1,35.0,29,25,2010,22.3,1,1.3,17,150,1230,1415,86.9,4,9,0,164,16,1569,35,8,13,15,2.2,0.18,0,0.1,2,1,0.0,0.0,42,29,18,21,31,1,0.045,0.058,0.762,6.726,55.157,63.453,0.179,0.404,0.0,7.354,0.717,70.359,1.57,0.359,0.583,0.673,0.0,0.004,0.09,0.045,1.883,1.3,0.807,0.942,1.39,0.045,0
Jean Mattéo Bahoya,fr FRA,"MF,FW",CM,Eint Frankfurt,de Bundesliga,19.0,24,10,921,10.2,3,1.7,18,28,260,350,74.3,1,31,8,15,11,475,24,17,30,93,4.01,0.59,2,1.9,10,3,0.2,0.67,29,18,4,14,10,1,0.294,0.167,1.765,2.745,25.49,34.314,0.098,3.039,0.784,1.471,1.078,46.569,2.353,1.667,2.941,9.118,0.196,0.186,0.98,0.294,2.843,1.765,0.392,1.373,0.98,0.098,1
Azor Matusiwa,nl NED,MF,CDM,Rennes,fr Ligue 1,26.0,29,23,2078,23.1,3,1.8,17,134,975,1119,87.1,4,1,0,109,18,1358,19,17,22,26,1.99,0.26,1,1.2,11,2,0.09,0.5,64,39,34,29,52,0,0.13,0.078,0.736,5.801,42.208,48.442,0.173,0.043,0.0,4.719,0.779,58.788,0.823,0.736,0.952,1.126,0.043,0.052,0.476,0.087,2.771,1.688,1.472,1.255,2.251,0.0,0
Senny Mayulu,fr FRA,MF,CAM,Paris S-G,fr Ligue 1,18.0,20,8,808,9.0,2,2.1,12,46,404,460,87.8,0,9,4,32,14,592,29,15,33,56,4.23,0.67,2,2.9,25,8,0.08,0.25,25,16,5,8,12,0,0.222,0.233,1.333,5.111,44.889,51.111,0.0,1.0,0.444,3.556,1.556,65.778,3.222,1.667,3.667,6.222,0.222,0.322,2.778,0.889,2.778,1.778,0.556,0.889,1.333,0.0,2
John McGinn,sct SCO,"MF,FW",CM,Aston Villa,eng Premier League,29.0,34,27,2223,24.7,4,3.5,31,103,699,854,81.9,9,60,22,70,29,1072,32,20,47,87,3.08,0.32,1,3.1,31,5,0.03,0.2,33,24,14,22,18,3,0.162,0.142,1.255,4.17,28.3,34.575,0.364,2.429,0.891,2.834,1.174,43.401,1.296,0.81,1.903,3.522,0.04,0.126,1.255,0.202,1.336,0.972,0.567,0.891,0.729,0.121,1
Weston McKennie,us USA,"MF,DF",CDM,Juventus,it Serie A,25.0,32,27,2310,25.7,4,3.6,32,101,928,1117,83.1,6,19,0,70,22,1350,28,20,34,153,2.34,0.35,2,2.9,22,8,0.09,0.25,33,12,14,28,37,0,0.156,0.14,1.245,3.93,36.109,43.463,0.233,0.739,0.0,2.724,0.856,52.529,1.089,0.778,1.323,5.953,0.078,0.113,0.856,0.311,1.284,0.467,0.545,1.089,1.44,0.0,0
Dwight McNeil,eng ENG,"MF,FW",CAM,Everton,eng Premier League,24.0,21,15,1371,15.2,6,5.2,37,69,461,619,74.5,8,105,45,40,36,748,38,24,45,80,4.73,0.66,4,1.1,25,10,0.16,0.4,13,8,6,7,2,1,0.395,0.342,2.434,4.539,30.329,40.724,0.526,6.908,2.961,2.632,2.368,49.211,2.5,1.579,2.961,5.263,0.263,0.072,1.645,0.658,0.855,0.526,0.395,0.461,0.132,0.066,2
Scott McTominay,sct SCO,MF,CM,Napoli,it Serie A,27.0,34,33,2938,32.6,4,2.7,26,112,777,924,84.1,9,11,0,72,22,1314,56,39,88,131,2.11,0.31,12,7.4,76,33,0.16,0.36,43,25,24,22,51,0,0.123,0.083,0.798,3.436,23.834,28.344,0.276,0.337,0.0,2.209,0.675,40.307,1.718,1.196,2.699,4.018,0.368,0.227,2.331,1.012,1.319,0.767,0.736,0.675,1.564,0.0,1
Arthur Melo,br BRA,MF,CDM,Girona,es La Liga,27.0,15,10,941,10.5,0,0.2,5,70,668,723,92.4,0,7,1,70,4,806,24,8,14,17,1.43,0.1,0,0.2,6,1,0.0,0.0,25,11,8,5,12,1,0.0,0.019,0.476,6.667,63.619,68.857,0.0,0.667,0.095,6.667,0.381,76.762,2.286,0.762,1.333,1.619,0.0,0.019,0.571,0.095,2.381,1.048,0.762,0.476,1.143,0.095,0
Brais Méndez,es ESP,MF,CM,Real Sociedad,es La Liga,27.0,27,19,1531,17.0,2,2.0,23,91,631,810,77.9,3,52,29,68,13,1020,32,14,50,86,2.53,0.12,3,3.5,28,9,0.11,0.33,24,13,7,14,16,1,0.118,0.118,1.353,5.353,37.118,47.647,0.176,3.059,1.706,4.0,0.765,60.0,1.882,0.824,2.941,5.059,0.176,0.206,1.647,0.529,1.412,0.765,0.412,0.824,0.941,0.059,1
Nampalys Mendy,sn SEN,MF,CDM,Lens,fr Ligue 1,32.0,10,7,588,6.5,1,0.1,1,28,260,290,89.7,0,2,0,34,2,357,2,1,4,3,1.68,0.31,0,0.2,3,0,0.0,0.0,15,8,9,8,8,0,0.154,0.015,0.154,4.308,40.0,44.615,0.0,0.308,0.0,5.231,0.308,54.923,0.308,0.154,0.615,0.462,0.0,0.031,0.462,0.0,2.308,1.231,1.385,1.231,1.231,0.0,0
Mikel Merino,es ESP,"MF,FW",CM,Arsenal,eng Premier League,28.0,28,17,1586,17.6,2,2.0,17,69,451,577,78.2,5,13,0,40,24,783,11,9,23,94,2.44,0.23,7,5.9,38,13,0.18,0.54,46,28,15,18,26,2,0.114,0.114,0.966,3.92,25.625,32.784,0.284,0.739,0.0,2.273,1.364,44.489,0.625,0.511,1.307,5.341,0.398,0.335,2.159,0.739,2.614,1.591,0.852,1.023,1.477,0.114,1
Junior Messias,br BRA,"MF,FW",CM,Genoa,it Serie A,33.0,17,8,847,9.4,1,0.7,8,32,149,234,63.7,2,22,2,23,8,397,32,10,44,49,2.44,0.32,1,2.4,17,5,0.06,0.2,13,7,6,8,20,0,0.106,0.074,0.851,3.404,15.851,24.894,0.213,2.34,0.213,2.447,0.851,42.234,3.404,1.064,4.681,5.213,0.106,0.255,1.809,0.532,1.383,0.745,0.638,0.851,2.128,0.0,1
Valentin Mihaila,ro ROU,"FW,MF",CM,Parma,it Serie A,24.0,21,16,1288,14.3,3,1.2,17,41,325,431,75.4,3,33,40,28,17,582,25,10,27,72,3.36,0.35,0,2.4,31,11,0.0,0.0,29,15,8,18,6,0,0.21,0.084,1.189,2.867,22.727,30.14,0.21,2.308,2.797,1.958,1.189,40.699,1.748,0.699,1.888,5.035,0.0,0.168,2.168,0.769,2.028,1.049,0.559,1.259,0.42,0.0,1
Luis Milla,es ESP,MF,CDM,Getafe,es La Liga,29.0,33,32,2875,31.9,4,3.9,70,152,1129,1536,73.5,4,201,113,149,26,1802,32,21,39,30,4.07,0.19,1,1.8,31,7,0.0,0.0,61,40,24,25,28,3,0.125,0.122,2.194,4.765,35.392,48.15,0.125,6.301,3.542,4.671,0.815,56.489,1.003,0.658,1.223,0.94,0.031,0.056,0.972,0.219,1.912,1.254,0.752,0.784,0.878,0.094,0
Pere Milla,es ESP,"MF,FW",CM,Espanyol,es La Liga,31.0,20,1,456,5.1,0,0.3,5,13,97,165,58.8,5,14,7,9,5,239,9,2,7,27,2.57,0.2,3,1.5,11,5,0.27,0.6,6,2,3,10,5,0,0.0,0.059,0.98,2.549,19.02,32.353,0.98,2.745,1.373,1.765,0.98,46.863,1.765,0.392,1.373,5.294,0.588,0.294,2.157,0.98,1.176,0.392,0.588,1.961,0.98,0.0,1
Enzo Millot,fr FRA,"MF,FW",CAM,Stuttgart,de Bundesliga,22.0,29,22,1843,20.5,5,3.1,23,118,967,1140,84.8,5,41,20,89,30,1397,44,31,67,123,3.22,0.49,6,7.6,43,17,0.14,0.35,30,13,13,27,6,1,0.244,0.151,1.122,5.756,47.171,55.61,0.244,2.0,0.976,4.341,1.463,68.146,2.146,1.512,3.268,6.0,0.293,0.371,2.098,0.829,1.463,0.634,0.634,1.317,0.293,0.049,2
Takumi Minamino,jp JPN,"MF,FW",CM,Monaco,fr Ligue 1,29.0,31,27,2231,24.8,3,6.6,40,114,520,736,70.7,15,23,0,66,33,1016,51,12,40,193,3.23,0.28,6,8.9,57,20,0.11,0.3,33,19,10,26,20,0,0.121,0.266,1.613,4.597,20.968,29.677,0.605,0.927,0.0,2.661,1.331,40.968,2.056,0.484,1.613,7.782,0.242,0.359,2.298,0.806,1.331,0.766,0.403,1.048,0.806,0.0,1
Óscar Mingueza,es ESP,"MF,DF",CAM,Celta Vigo,es La Liga,25.0,34,31,2729,30.3,6,5.6,35,200,1692,2197,77.0,15,139,35,176,69,2460,69,25,60,194,3.2,0.46,4,1.5,33,10,0.12,0.4,38,24,22,35,46,7,0.198,0.185,1.155,6.601,55.842,72.508,0.495,4.587,1.155,5.809,2.277,81.188,2.277,0.825,1.98,6.403,0.132,0.05,1.089,0.33,1.254,0.792,0.726,1.155,1.518,0.231,2
Yankuba Minteh,gm GAM,"FW,MF",CM,Brighton,eng Premier League,20.0,32,20,1838,20.4,4,5.0,29,48,348,557,62.5,4,91,16,14,36,836,90,46,98,201,3.14,0.64,6,4.1,34,16,0.18,0.38,48,35,11,22,31,0,0.196,0.245,1.422,2.353,17.059,27.304,0.196,4.461,0.784,0.686,1.765,40.98,4.412,2.255,4.804,9.853,0.294,0.201,1.667,0.784,2.353,1.716,0.539,1.078,1.52,0.0,1
Rafa Mir,es ESP,"FW,MF",CM,Valencia,es La Liga,27.0,20,5,753,8.4,2,0.7,4,20,144,200,72.0,0,7,0,15,4,294,10,2,14,28,1.31,0.48,1,3.0,27,7,0.04,0.14,12,6,5,5,9,0,0.238,0.083,0.476,2.381,17.143,23.81,0.0,0.833,0.0,1.786,0.476,35.0,1.19,0.238,1.667,3.333,0.119,0.357,3.214,0.833,1.429,0.714,0.595,0.595,1.071,0.0,1
Fabio Miretti,it ITA,"MF,FW",CM,Genoa,it Serie A,20.0,25,22,1677,18.6,3,2.0,22,54,422,567,74.4,5,61,33,24,13,847,33,25,73,100,2.84,0.32,3,3.1,24,6,0.13,0.5,28,15,7,20,13,2,0.161,0.108,1.183,2.903,22.688,30.484,0.269,3.28,1.774,1.29,0.699,45.538,1.774,1.344,3.925,5.376,0.161,0.167,1.29,0.323,1.505,0.806,0.376,1.075,0.699,0.108,1
Kaoru Mitoma,jp JPN,"FW,MF",CM,Brighton,eng Premier League,27.0,36,28,2603,28.9,4,4.6,37,89,749,988,75.8,9,75,0,36,36,1375,146,52,131,291,3.01,0.35,10,9.2,57,27,0.18,0.37,45,27,14,48,10,0,0.138,0.159,1.28,3.08,25.917,34.187,0.311,2.595,0.0,1.246,1.246,47.578,5.052,1.799,4.533,10.069,0.346,0.318,1.972,0.934,1.557,0.934,0.484,1.661,0.346,0.0,1
Koji Miyoshi,jp JPN,"FW,MF",CM,Bochum,de Bundesliga,27.0,15,6,464,5.2,0,0.8,5,15,77,130,59.2,4,9,2,10,4,201,11,5,14,23,1.75,0.0,1,1.1,12,5,0.08,0.2,8,5,2,10,2,0,0.0,0.154,0.962,2.885,14.808,25.0,0.769,1.731,0.385,1.923,0.769,38.654,2.115,0.962,2.692,4.423,0.192,0.212,2.308,0.962,1.538,0.962,0.385,1.923,0.385,0.0,1
Henrikh Mkhitaryan,am ARM,MF,CAM,Inter,it Serie A,35.0,31,29,2328,25.9,4,2.7,29,199,1326,1518,87.4,5,22,5,156,53,1747,72,7,26,93,3.8,0.45,1,1.5,23,2,0.04,0.5,43,24,16,29,41,0,0.154,0.104,1.12,7.683,51.197,58.61,0.193,0.849,0.193,6.023,2.046,67.452,2.78,0.27,1.004,3.591,0.039,0.058,0.888,0.077,1.66,0.927,0.618,1.12,1.583,0.0,2
Rui Modesto,ao ANG,"DF,MF",CDM,Udinese,it Serie A,24.0,20,4,608,6.8,1,0.8,14,22,231,310,74.5,1,26,1,15,6,388,16,3,8,43,3.4,0.3,0,0.5,3,2,0.0,0.0,16,12,8,10,13,0,0.147,0.118,2.059,3.235,33.971,45.588,0.147,3.824,0.147,2.206,0.882,57.059,2.353,0.441,1.176,6.324,0.0,0.074,0.441,0.294,2.353,1.765,1.176,1.471,1.912,0.0,0
Luka Modrić,hr CRO,MF,CAM,Real Madrid,es La Liga,38.0,35,17,1827,20.3,6,7.0,66,208,1724,1969,87.6,11,112,98,225,34,2124,62,14,24,63,6.01,0.74,2,1.6,22,6,0.09,0.33,31,20,27,17,17,0,0.296,0.345,3.251,10.246,84.926,96.995,0.542,5.517,4.828,11.084,1.675,104.631,3.054,0.69,1.182,3.103,0.099,0.079,1.084,0.296,1.527,0.985,1.33,0.837,0.837,0.0,2
Alberto Moleiro,es ESP,"FW,MF",CM,Las Palmas,es La Liga,20.0,35,32,2714,30.2,1,3.3,41,116,845,1039,81.3,9,32,2,75,29,1416,97,64,150,179,3.52,0.2,6,5.6,68,24,0.09,0.25,27,12,18,24,8,0,0.033,0.109,1.358,3.841,27.98,34.404,0.298,1.06,0.066,2.483,0.96,46.887,3.212,2.119,4.967,5.927,0.199,0.185,2.252,0.795,0.894,0.397,0.596,0.795,0.265,0.0,1
Jon Moncayola,es ESP,MF,CDM,Osasuna,es La Liga,26.0,32,26,2099,23.3,0,3.7,33,107,738,992,74.4,1,107,47,76,25,1198,25,4,12,51,2.87,0.17,0,1.6,21,9,0.0,0.0,70,41,11,34,20,0,0.0,0.159,1.416,4.592,31.674,42.575,0.043,4.592,2.017,3.262,1.073,51.416,1.073,0.172,0.515,2.189,0.0,0.069,0.901,0.386,3.004,1.76,0.472,1.459,0.858,0.0,0
Álvaro Morata,es ESP,"FW,MF",CM,Milan,it Serie A,31.0,16,13,1099,12.2,0,0.8,7,26,202,268,75.4,3,13,0,15,3,383,18,6,17,63,1.72,0.25,5,3.9,27,10,0.19,0.5,16,10,5,7,5,0,0.0,0.066,0.574,2.131,16.557,21.967,0.246,1.066,0.0,1.23,0.246,31.393,1.475,0.492,1.393,5.164,0.41,0.32,2.213,0.82,1.311,0.82,0.41,0.574,0.41,0.0,1
Diego Moreira,pt POR,"DF,MF",CDM,Strasbourg,fr Ligue 1,19.0,32,29,2568,28.5,7,7.3,30,87,1028,1327,77.5,7,93,9,30,37,1701,99,57,125,245,2.35,0.35,2,2.0,25,8,0.08,0.25,44,28,35,23,65,0,0.246,0.256,1.053,3.053,36.07,46.561,0.246,3.263,0.316,1.053,1.298,59.684,3.474,2.0,4.386,8.596,0.07,0.07,0.877,0.281,1.544,0.982,1.228,0.807,2.281,0.0,0
Álex Moreno,es ESP,"DF,MF",CDM,Nott'ham Forest,eng Premier League,31.0,15,11,955,10.6,1,1.3,8,34,308,428,72.0,3,19,0,25,9,559,26,8,21,34,1.51,0.19,0,0.2,6,0,0.0,0.0,25,18,15,11,43,0,0.094,0.123,0.755,3.208,29.057,40.377,0.283,1.792,0.0,2.358,0.849,52.736,2.453,0.755,1.981,3.208,0.0,0.019,0.566,0.0,2.358,1.698,1.415,1.038,4.057,0.0,0
Tete Morente,es ESP,"FW,MF",CM,Lecce,it Serie A,27.0,31,23,2021,22.5,2,1.6,25,102,545,729,74.8,3,56,4,54,23,983,48,30,55,144,2.72,0.18,3,2.9,41,13,0.07,0.23,27,17,14,16,31,1,0.089,0.071,1.111,4.533,24.222,32.4,0.133,2.489,0.178,2.4,1.022,43.689,2.133,1.333,2.444,6.4,0.133,0.129,1.822,0.578,1.2,0.756,0.622,0.711,1.378,0.044,1
Ilaix Moriba,gn GUI,MF,CDM,Celta Vigo,es La Liga,21.0,33,22,2132,23.7,1,1.5,20,119,843,984,85.7,3,6,0,107,19,1305,34,15,49,64,2.32,0.21,1,1.7,34,11,0.03,0.09,68,42,14,29,33,1,0.042,0.063,0.844,5.021,35.57,41.519,0.127,0.253,0.0,4.515,0.802,55.063,1.435,0.633,2.068,2.7,0.042,0.072,1.435,0.464,2.869,1.772,0.591,1.224,1.392,0.042,0
Manu Morlanes,es ESP,MF,CDM,Mallorca,es La Liga,25.0,23,15,1338,14.9,0,0.3,10,88,630,709,88.9,2,8,1,84,10,845,16,3,8,39,2.35,0.0,0,0.6,11,1,0.0,0.0,43,27,24,19,16,0,0.0,0.02,0.671,5.906,42.282,47.584,0.134,0.537,0.067,5.638,0.671,56.711,1.074,0.201,0.537,2.617,0.0,0.04,0.738,0.067,2.886,1.812,1.611,1.275,1.074,0.0,0
Nikola Moro,hr CRO,MF,CDM,Bologna,it Serie A,26.0,22,15,1208,13.4,2,0.8,20,93,646,805,80.2,1,33,19,98,10,923,17,7,12,21,3.56,0.44,0,0.5,14,2,0.0,0.0,35,27,13,18,18,0,0.149,0.06,1.493,6.94,48.209,60.075,0.075,2.463,1.418,7.313,0.746,68.881,1.269,0.522,0.896,1.567,0.0,0.037,1.045,0.149,2.612,2.015,0.97,1.343,1.343,0.0,0
Raúl Moro,es ESP,"MF,FW",CM,Valladolid,es La Liga,21.0,33,26,2341,26.0,5,5.7,44,81,517,797,64.9,7,149,51,41,38,1050,112,57,132,190,3.61,0.35,4,4.1,46,16,0.09,0.25,22,13,10,8,20,1,0.192,0.219,1.692,3.115,19.885,30.654,0.269,5.731,1.962,1.577,1.462,40.385,4.308,2.192,5.077,7.308,0.154,0.158,1.769,0.615,0.846,0.5,0.385,0.308,0.769,0.038,1
Sam Morsy,eg EGY,MF,CDM,Ipswich Town,eng Premier League,32.0,33,31,2751,30.6,1,1.2,24,120,1249,1445,86.4,2,15,0,149,17,1683,22,17,29,13,1.67,0.07,1,0.4,13,3,0.08,0.33,68,41,29,34,47,5,0.033,0.039,0.784,3.922,40.817,47.222,0.065,0.49,0.0,4.869,0.556,55.0,0.719,0.556,0.948,0.425,0.033,0.013,0.425,0.098,2.222,1.34,0.948,1.111,1.536,0.163,0
Dany Mota,pt POR,"FW,MF",CM,Monza,it Serie A,26.0,31,24,2104,23.4,2,1.8,22,47,412,569,72.4,4,38,0,27,19,820,53,13,39,139,2.35,0.13,5,5.1,42,11,0.12,0.45,13,3,9,18,27,3,0.085,0.077,0.94,2.009,17.607,24.316,0.171,1.624,0.0,1.154,0.812,35.043,2.265,0.556,1.667,5.94,0.214,0.218,1.795,0.47,0.556,0.128,0.385,0.769,1.154,0.128,1
Aimen Moueffek,fr FRA,MF,CDM,Saint-Étienne,fr Ligue 1,23.0,22,13,1039,11.5,1,1.1,10,43,336,396,84.8,2,4,0,39,8,554,20,11,24,31,1.82,0.26,0,1.1,10,2,0.0,0.0,20,12,5,20,26,1,0.087,0.096,0.87,3.739,29.217,34.435,0.174,0.348,0.0,3.391,0.696,48.174,1.739,0.957,2.087,2.696,0.0,0.096,0.87,0.174,1.739,1.043,0.435,1.739,2.261,0.087,0
Mason Mount,eng ENG,MF,CM,Manchester Utd,eng Premier League,25.0,17,8,622,6.9,0,0.6,8,33,207,253,81.8,2,13,4,19,8,339,15,1,10,41,3.18,0.0,1,3.2,20,9,0.05,0.11,15,5,4,11,4,0,0.0,0.087,1.159,4.783,30.0,36.667,0.29,1.884,0.58,2.754,1.159,49.13,2.174,0.145,1.449,5.942,0.145,0.464,2.899,1.304,2.174,0.725,0.58,1.594,0.58,0.0,1
